episode,game_status,total_reward,turns,agent_stars,agent_cards_left,opponents_alive
5011,eliminated,-2300.0,4,0,5,10
5012,victory,2100.0,71,4,0,2
5013,victory,2100.0,39,4,0,6
5014,victory,2000.0,21,3,0,9
5015,eliminated,-2300.0,10,0,2,9
5016,victory,2300.0,61,6,0,4
5017,eliminated,-2300.0,9,0,4,10
5018,victory,2200.0,66,5,0,4
5019,victory,2100.0,10,4,0,10
5020,eliminated,-2200.0,50,1,0,3
5021,victory,2100.0,15,4,0,9
5022,victory,2400.0,148,7,0,1
5023,eliminated,-2300.0,23,0,0,9
5024,eliminated,-2300.0,2,0,6,10
5025,victory,2200.0,50,5,0,4
5026,victory,2000.0,15,3,0,10
5027,victory,2300.0,58,6,0,5
5028,victory,2200.0,37,5,0,4
5029,victory,2300.0,66,6,0,3
5030,eliminated,-2100.0,16,2,0,10
5031,victory,2600.0,41,9,0,6
5032,victory,2000.0,60,3,0,1
5033,victory,2200.0,269,5,3,0
5034,eliminated,-2200.0,89,1,0,1
5035,eliminated,-2300.0,428,0,2,1
5036,eliminated,-2300.0,4,0,5,9
5037,victory,2500.0,16,8,0,9
5038,eliminated,-2100.0,40,2,0,6
5039,eliminated,-2100.0,91,2,0,2
5040,victory,2300.0,38,6,0,5
5041,eliminated,-2300.0,3,0,6,10
5042,victory,2300.0,23,6,0,7
5043,victory,2500.0,15,8,0,9
5044,victory,2000.0,41,3,0,5
5045,victory,2300.0,10,6,0,10
5046,eliminated,-2300.0,6,0,4,9
5047,eliminated,-2100.0,36,2,0,5
5048,eliminated,-2100.0,25,2,0,9
5049,victory,2200.0,13,5,0,9
5050,eliminated,-2100.0,19,2,0,7
5051,victory,2300.0,35,6,0,5
5052,victory,2100.0,16,4,0,9
5053,eliminated,-2300.0,35,0,6,7
5054,victory,2000.0,37,3,0,6
5055,eliminated,-2100.0,64,2,0,4
5056,eliminated,-2300.0,6,0,4,10
5057,victory,1900.0,85,2,2,0
5058,victory,2200.0,15,5,0,9
5059,victory,2200.0,100,5,0,1
5060,victory,2300.0,11,6,0,9
5061,eliminated,-2200.0,11,1,0,10
5062,eliminated,-2100.0,234,2,0,2
5063,victory,2400.0,40,7,0,2
5064,victory,2000.0,166,3,0,0
5065,eliminated,-2100.0,500,2,3,1
5066,eliminated,-2300.0,8,0,5,10
5067,eliminated,-2100.0,29,2,0,5
5068,eliminated,-2300.0,3,0,5,10
5069,victory,2200.0,353,5,0,1
5070,victory,2100.0,121,4,0,1
5071,eliminated,-2300.0,6,0,5,10
5072,victory,2300.0,313,6,0,1
5073,eliminated,-2200.0,13,1,0,7
5074,victory,2400.0,13,7,0,8
5075,victory,2000.0,31,3,0,6
5076,eliminated,-2300.0,123,0,0,2
5077,eliminated,-2100.0,31,2,0,5
5078,victory,2400.0,29,7,0,5
5079,eliminated,-2100.0,36,2,0,6
5080,eliminated,-2300.0,2,0,6,10
5081,eliminated,-2200.0,30,1,0,5
5082,victory,2400.0,67,7,0,3
5083,victory,2000.0,18,3,0,8
5084,eliminated,-2300.0,18,0,4,9
5085,victory,2400.0,24,7,0,6
5086,victory,2000.0,34,3,0,3
5087,eliminated,-2100.0,21,2,0,10
5088,victory,2000.0,53,3,0,3
5089,victory,2100.0,11,4,0,9
5090,victory,2100.0,15,4,0,8
5091,victory,2200.0,276,5,0,1
5092,eliminated,-2300.0,14,0,5,10
5093,victory,2000.0,17,3,0,7
5094,victory,2300.0,10,6,0,10
5095,victory,2300.0,20,6,0,8
5096,victory,2000.0,37,3,0,6
5097,victory,2200.0,10,5,0,9
5098,victory,2000.0,18,3,0,7
5099,victory,2300.0,102,6,3,0
5100,eliminated,-2300.0,43,0,3,5
5101,eliminated,-2200.0,26,1,0,6
5102,victory,2500.0,30,8,0,5
5103,victory,2100.0,14,4,0,9
5104,eliminated,-2100.0,17,2,0,9
5105,victory,2600.0,17,9,0,5
5106,victory,2300.0,90,6,0,1
5107,eliminated,-2300.0,17,0,1,9
5108,victory,2300.0,28,6,0,4
5109,victory,2000.0,31,3,0,4
5110,eliminated,-1900.0,500,4,2,1
5111,victory,2100.0,16,4,0,8
5112,eliminated,-2000.0,500,3,3,1
5113,eliminated,-2300.0,7,0,3,10
5114,victory,2000.0,15,3,0,9
5115,victory,2400.0,44,7,0,5
5116,eliminated,-1500.0,500,8,1,1
5117,eliminated,-2100.0,21,2,0,7
5118,victory,2300.0,42,6,0,3
5119,victory,2400.0,63,7,0,3
5120,eliminated,-2300.0,13,0,3,10
5121,eliminated,-2300.0,8,0,3,10
5122,victory,2400.0,45,7,0,6
5123,eliminated,-2300.0,29,0,2,7
5124,victory,2400.0,26,7,0,9
5125,victory,2400.0,23,7,0,6
5126,eliminated,-2200.0,23,1,0,10
5127,eliminated,-2300.0,2,0,6,10
5128,victory,2400.0,127,7,0,1
5129,victory,2000.0,54,3,0,4
5130,eliminated,-2200.0,54,1,0,5
5131,eliminated,-2200.0,38,1,0,6
5132,victory,2400.0,86,7,0,0
5133,eliminated,-2300.0,2,0,6,10
5134,eliminated,-2300.0,52,0,0,3
5135,victory,2100.0,23,4,0,8
5136,victory,2000.0,22,3,0,8
5137,victory,2400.0,10,7,0,9
5138,eliminated,-2100.0,18,2,0,9
5139,victory,2100.0,137,4,1,0
5140,victory,2200.0,44,5,0,5
5141,victory,2100.0,12,4,0,10
5142,eliminated,-2100.0,104,2,0,2
5143,eliminated,-2300.0,3,0,5,10
5144,victory,2000.0,10,3,0,10
5145,victory,2000.0,9,3,0,9
5146,victory,2200.0,44,5,0,4
5147,eliminated,-2200.0,38,1,0,8
5148,victory,2200.0,13,5,0,6
5149,victory,2100.0,81,4,0,2
5150,victory,2400.0,37,7,0,8
5151,victory,2000.0,118,3,0,2
5152,victory,2600.0,25,9,0,6
5153,eliminated,-2300.0,6,0,5,10
5154,eliminated,-2100.0,27,2,0,7
5155,victory,2200.0,24,5,0,7
5156,victory,2400.0,41,7,0,5
5157,victory,2200.0,30,5,0,5
5158,victory,2200.0,199,5,0,1
5159,eliminated,-2300.0,16,0,5,10
5160,eliminated,-2300.0,18,0,2,8
5161,eliminated,-2300.0,3,0,5,10
5162,victory,2000.0,32,3,0,6
5163,victory,2400.0,47,7,0,2
5164,victory,2100.0,32,4,0,8
5165,victory,2500.0,118,8,1,0
5166,victory,2100.0,32,4,0,5
5167,victory,2000.0,19,3,0,10
5168,victory,2600.0,177,9,2,0
5169,eliminated,-2100.0,31,2,0,7
5170,victory,2200.0,72,5,0,2
5171,eliminated,-2200.0,27,1,0,6
5172,victory,2100.0,58,4,0,2
5173,victory,2000.0,25,3,0,8
5174,victory,2200.0,26,5,0,6
5175,victory,2200.0,109,5,0,1
5176,victory,2200.0,12,5,0,9
5177,victory,2300.0,60,6,0,4
5178,victory,2100.0,96,4,0,3
5179,eliminated,-2300.0,2,0,6,10
5180,victory,2200.0,50,5,0,5
5181,eliminated,-2300.0,10,0,1,9
5182,victory,2100.0,14,4,0,9
5183,eliminated,-2200.0,21,1,0,9
5184,victory,2300.0,16,6,0,9
5185,victory,2100.0,9,4,0,9
5186,victory,2000.0,104,3,0,2
5187,eliminated,-2300.0,9,0,3,10
5188,eliminated,-2100.0,14,2,0,9
5189,victory,2200.0,222,5,4,0
5190,victory,2400.0,57,7,0,1
5191,eliminated,-2100.0,10,2,0,10
5192,victory,2100.0,17,4,0,8
5193,victory,2100.0,439,4,3,0
5194,eliminated,-2100.0,25,2,0,6
5195,victory,2400.0,32,7,0,7
5196,victory,2200.0,23,5,0,7
5197,victory,2200.0,34,5,0,7
5198,victory,2000.0,15,3,0,8
5199,eliminated,-2300.0,26,0,2,7
5200,victory,2300.0,39,6,0,6
5201,victory,2200.0,9,5,0,9
5202,victory,2100.0,73,4,0,2
5203,eliminated,-2300.0,33,0,1,5
5204,eliminated,-2300.0,12,0,1,10
5205,victory,2500.0,276,8,0,2
5206,eliminated,-2100.0,12,2,0,10
5207,eliminated,-2300.0,2,0,6,10
5208,victory,2400.0,141,7,1,0
5209,eliminated,-2100.0,68,2,0,0
5210,eliminated,-2200.0,35,1,0,4
5211,eliminated,-2300.0,11,0,2,9
5212,eliminated,-2100.0,27,2,0,7
5213,eliminated,-2100.0,14,2,0,8
5214,eliminated,-2300.0,2,0,6,10
5215,eliminated,-2300.0,45,0,2,8
5216,eliminated,-2100.0,96,2,0,1
5217,eliminated,-2300.0,2,0,6,10
5218,victory,2000.0,44,3,0,6
5219,victory,2300.0,20,6,0,7
5220,victory,2100.0,35,4,0,4
5221,victory,2100.0,16,4,0,8
5222,victory,2200.0,28,5,0,8
5223,victory,2700.0,55,10,0,1
5224,victory,1900.0,143,2,1,0
5225,victory,2000.0,20,3,0,7
5226,victory,2400.0,197,7,4,0
5227,eliminated,-2300.0,24,0,2,8
5228,eliminated,-2300.0,8,0,3,9
5229,victory,2000.0,14,3,0,9
5230,victory,2200.0,19,5,0,8
5231,eliminated,-2300.0,20,0,3,9
5232,victory,2200.0,49,5,0,4
5233,victory,2200.0,36,5,0,6
5234,victory,2300.0,50,6,0,6
5235,eliminated,-2300.0,11,0,0,10
5236,eliminated,-2100.0,13,2,0,10
5237,eliminated,-2300.0,9,0,3,10
5238,victory,2200.0,20,5,0,9
5239,victory,2000.0,18,3,0,9
5240,victory,2100.0,30,4,0,7
5241,victory,2000.0,32,3,0,8
5242,victory,2100.0,27,4,0,5
5243,victory,2000.0,40,3,0,7
5244,eliminated,-2300.0,16,0,5,10
5245,eliminated,-2200.0,70,1,0,3
5246,eliminated,-2200.0,8,1,0,10
5247,victory,2000.0,13,3,0,10
5248,victory,2400.0,70,7,0,2
5249,victory,1800.0,124,1,5,0
5250,victory,2100.0,23,4,0,7
5251,victory,2500.0,77,8,0,2
5252,eliminated,-2300.0,4,0,6,10
5253,victory,2000.0,155,3,0,1
5254,victory,2000.0,73,3,0,0
5255,eliminated,-2300.0,7,0,5,10
5256,eliminated,-2200.0,30,1,0,6
5257,victory,2100.0,10,4,0,10
5258,eliminated,-2300.0,36,0,4,6
5259,victory,2000.0,31,3,0,7
5260,victory,2100.0,35,4,0,5
5261,victory,2100.0,10,4,0,10
5262,victory,2100.0,246,4,2,0
5263,victory,2500.0,23,8,0,7
5264,victory,2000.0,41,3,0,7
5265,victory,2100.0,11,4,0,9
5266,eliminated,-2300.0,19,0,6,8
5267,victory,2100.0,46,4,0,3
5268,victory,2500.0,26,8,0,6
5269,victory,2100.0,20,4,0,8
5270,eliminated,-2300.0,8,0,5,10
5271,eliminated,-2300.0,24,0,6,8
5272,victory,2000.0,20,3,0,10
5273,victory,2400.0,12,7,0,8
5274,victory,2200.0,19,5,0,8
5275,eliminated,-2300.0,21,0,1,8
5276,eliminated,-2100.0,10,2,0,9
5277,victory,2000.0,151,3,0,1
5278,victory,2000.0,12,3,0,9
5279,victory,2100.0,17,4,0,8
5280,victory,2300.0,399,6,0,1
5281,eliminated,-2100.0,52,2,0,4
5282,victory,2000.0,8,3,0,10
5283,eliminated,-2100.0,313,2,0,1
5284,victory,2100.0,30,4,0,4
5285,victory,2200.0,136,5,0,0
5286,victory,2100.0,33,4,0,4
5287,victory,2300.0,10,6,0,9
5288,victory,2400.0,286,7,1,0
5289,victory,2100.0,16,4,0,7
5290,eliminated,-2300.0,4,0,5,10
5291,eliminated,-2300.0,11,0,3,9
5292,eliminated,-2300.0,197,0,0,0
5293,eliminated,-2200.0,19,1,0,8
5294,eliminated,-2100.0,26,2,0,7
5295,victory,2200.0,43,5,0,5
5296,victory,2000.0,21,3,0,9
5297,eliminated,-2300.0,2,0,6,10
5298,victory,2200.0,32,5,0,7
5299,eliminated,-2200.0,31,1,0,4
5300,victory,2100.0,46,4,0,4
5301,victory,2100.0,28,4,0,7
5302,victory,2300.0,13,6,0,10
5303,eliminated,-2300.0,30,0,2,7
5304,victory,2100.0,41,4,0,6
5305,victory,2700.0,20,10,0,7
5306,victory,2100.0,32,4,0,5
5307,victory,2200.0,29,5,0,6
5308,victory,2500.0,80,8,0,1
5309,victory,2000.0,40,3,0,6
5310,victory,2000.0,24,3,0,8
5311,victory,2300.0,59,6,0,2
5312,victory,2300.0,81,6,0,4
5313,victory,2100.0,288,4,2,0
5314,victory,2500.0,152,8,2,0
5315,eliminated,-2300.0,19,0,4,7
5316,eliminated,-2100.0,21,2,0,8
5317,victory,2100.0,13,4,0,10
5318,victory,2300.0,158,6,0,1
5319,eliminated,-2100.0,369,2,0,0
5320,eliminated,-2200.0,26,1,0,7
5321,eliminated,-2100.0,62,2,0,4
5322,victory,2200.0,90,5,4,0
5323,eliminated,-2300.0,7,0,5,10
5324,victory,2000.0,28,3,0,5
5325,eliminated,-2100.0,35,2,0,5
5326,eliminated,-2200.0,52,1,0,5
5327,eliminated,-2300.0,7,0,5,10
5328,victory,2100.0,19,4,0,5
5329,victory,2100.0,59,4,0,2
5330,victory,2000.0,28,3,0,8
5331,eliminated,-2300.0,38,0,1,6
5332,victory,2000.0,89,3,2,0
5333,victory,2200.0,32,5,0,6
5334,eliminated,-2100.0,16,2,0,9
5335,eliminated,-2300.0,11,0,3,8
5336,eliminated,-2300.0,5,0,5,10
5337,eliminated,-2300.0,13,0,3,10
5338,victory,2100.0,17,4,0,9
5339,victory,1800.0,357,1,2,0
5340,victory,2100.0,50,4,0,4
5341,eliminated,-2300.0,6,0,3,10
5342,eliminated,-2200.0,19,1,0,8
5343,victory,2000.0,13,3,0,10
5344,eliminated,-2300.0,17,0,0,8
5345,victory,2000.0,44,3,0,2
5346,victory,2000.0,22,3,0,6
5347,victory,2400.0,35,7,0,7
5348,eliminated,-2100.0,37,2,0,6
5349,victory,2200.0,70,5,0,4
5350,victory,2200.0,28,5,0,7
5351,eliminated,-2200.0,24,1,0,7
5352,eliminated,-2100.0,21,2,0,8
5353,victory,2200.0,13,5,0,7
5354,victory,2000.0,19,3,0,8
5355,victory,2000.0,20,3,0,10
5356,eliminated,-2200.0,10,1,0,10
5357,victory,2000.0,13,3,0,9
5358,victory,2000.0,24,3,0,4
5359,victory,2200.0,29,5,0,8
5360,eliminated,-2300.0,10,0,5,10
5361,victory,2200.0,22,5,0,8
5362,victory,2300.0,14,6,0,7
5363,victory,2200.0,19,5,0,7
5364,victory,2400.0,195,7,0,1
5365,victory,2300.0,16,6,0,10
5366,victory,2500.0,56,8,0,2
5367,victory,2000.0,27,3,0,7
5368,eliminated,-2200.0,79,1,0,3
5369,victory,2300.0,30,6,0,8
5370,victory,2300.0,57,6,0,5
5371,eliminated,-2300.0,12,0,5,9
5372,eliminated,-2100.0,110,2,0,2
5373,victory,2100.0,11,4,0,9
5374,eliminated,-2100.0,19,2,0,9
5375,victory,2200.0,115,5,1,0
5376,victory,2100.0,13,4,0,9
5377,victory,2000.0,26,3,0,8
5378,eliminated,-2100.0,18,2,0,9
5379,eliminated,-2200.0,133,1,0,1
5380,victory,2000.0,17,3,0,10
5381,victory,2000.0,30,3,0,5
5382,eliminated,-2100.0,27,2,0,7
5383,victory,2500.0,349,8,1,0
5384,victory,2100.0,16,4,0,9
5385,eliminated,-2300.0,6,0,5,10
5386,victory,2300.0,39,6,0,6
5387,victory,2100.0,13,4,0,9
5388,victory,2100.0,15,4,0,9
5389,eliminated,-2100.0,34,2,0,5
5390,eliminated,-2100.0,26,2,0,7
5391,eliminated,-2300.0,7,0,5,9
5392,eliminated,-2100.0,29,2,0,6
5393,victory,2100.0,30,4,0,6
5394,victory,2400.0,52,7,0,5
5395,victory,2200.0,17,5,0,8
5396,eliminated,-2300.0,4,0,5,10
5397,eliminated,-2200.0,41,1,0,3
5398,victory,2300.0,172,6,0,0
5399,victory,2300.0,71,6,0,4
5400,victory,1900.0,112,2,2,0
5401,eliminated,-2300.0,11,0,5,9
5402,victory,2000.0,56,3,0,2
5403,victory,2300.0,15,6,0,8
5404,victory,2200.0,154,5,1,0
5405,victory,2400.0,25,7,0,9
5406,victory,2400.0,23,7,0,6
5407,eliminated,-2300.0,29,0,2,5
5408,victory,2400.0,60,7,0,4
5409,victory,2400.0,16,7,0,8
5410,victory,2300.0,436,6,2,0
5411,eliminated,-2300.0,10,0,6,10
5412,eliminated,-2300.0,7,0,4,10
5413,victory,2200.0,36,5,0,4
5414,victory,2100.0,27,4,0,5
5415,victory,2200.0,48,5,0,4
5416,victory,2000.0,19,3,0,8
5417,eliminated,-2100.0,14,2,0,7
5418,victory,2000.0,9,3,0,9
5419,victory,2000.0,25,3,0,7
5420,victory,2100.0,144,4,0,1
5421,eliminated,-2300.0,5,0,6,9
5422,eliminated,-2300.0,5,0,6,10
5423,victory,2000.0,23,3,0,9
5424,victory,2100.0,29,4,0,3
5425,eliminated,-2100.0,15,2,0,8
5426,victory,2000.0,27,3,0,6
5427,eliminated,-2100.0,23,2,0,8
5428,victory,2400.0,247,7,1,0
5429,victory,2300.0,30,6,0,7
5430,victory,2600.0,32,9,0,5
5431,victory,2100.0,10,4,0,9
5432,eliminated,-2300.0,58,0,3,4
5433,eliminated,-2300.0,23,0,6,7
5434,victory,2000.0,11,3,0,9
5435,eliminated,-2200.0,20,1,0,6
5436,victory,2200.0,19,5,0,7
5437,victory,2200.0,32,5,0,4
5438,victory,2000.0,37,3,0,3
5439,victory,2200.0,23,5,0,6
5440,victory,2100.0,9,4,0,10
5441,victory,2200.0,9,5,0,10
5442,victory,2100.0,41,4,0,4
5443,victory,2200.0,69,5,0,5
5444,victory,2000.0,17,3,0,9
5445,eliminated,-2100.0,18,2,0,8
5446,victory,2200.0,25,5,0,7
5447,eliminated,-2100.0,19,2,0,10
5448,victory,2100.0,22,4,0,8
5449,victory,2100.0,15,4,0,10
5450,victory,2300.0,22,6,0,7
5451,victory,2300.0,45,6,0,4
5452,eliminated,-2300.0,6,0,5,10
5453,victory,2100.0,9,4,0,9
5454,victory,2300.0,12,6,0,8
5455,victory,2200.0,28,5,0,8
5456,victory,2100.0,36,4,0,5
5457,victory,2500.0,47,8,0,6
5458,victory,2100.0,18,4,0,10
5459,eliminated,-2300.0,10,0,2,10
5460,victory,2100.0,38,4,0,3
5461,victory,2300.0,141,6,0,2
5462,eliminated,-2100.0,158,2,0,1
5463,victory,2400.0,14,7,0,9
5464,victory,2400.0,29,7,0,7
5465,victory,2000.0,30,3,0,5
5466,victory,2400.0,21,7,0,7
5467,eliminated,-2200.0,59,1,0,2
5468,eliminated,-2200.0,49,1,0,1
5469,eliminated,-2300.0,18,0,4,10
5470,victory,2500.0,53,8,0,3
5471,victory,2500.0,12,8,0,9
5472,victory,2400.0,103,7,0,2
5473,victory,2000.0,47,3,0,3
5474,victory,2400.0,24,7,0,9
5475,victory,2100.0,21,4,0,8
5476,victory,2100.0,23,4,0,7
5477,victory,2000.0,41,3,0,5
5478,eliminated,-2300.0,29,0,4,10
5479,eliminated,-2300.0,8,0,5,10
5480,victory,2000.0,58,3,0,4
5481,eliminated,-2300.0,54,0,2,3
5482,victory,2000.0,46,3,0,2
5483,victory,2100.0,59,4,0,4
5484,victory,2200.0,16,5,0,8
5485,eliminated,-2200.0,318,1,0,1
5486,victory,2100.0,24,4,0,6
5487,victory,2300.0,15,6,0,7
5488,victory,2100.0,43,4,0,4
5489,eliminated,-2300.0,16,0,0,9
5490,victory,2100.0,22,4,0,10
5491,victory,2100.0,77,4,0,2
5492,victory,2000.0,33,3,0,5
5493,victory,2200.0,30,5,0,6
5494,victory,2000.0,23,3,0,9
5495,victory,2200.0,22,5,0,9
5496,eliminated,-2300.0,5,0,3,10
5497,eliminated,-2300.0,21,0,5,9
5498,eliminated,-2300.0,10,0,2,10
5499,victory,1900.0,145,2,4,0
5500,victory,2000.0,25,3,0,7
5501,eliminated,-2300.0,23,0,1,7
5502,victory,2200.0,27,5,0,7
5503,eliminated,-2200.0,12,1,0,9
5504,eliminated,-2300.0,11,0,4,10
5505,victory,2100.0,24,4,0,10
5506,eliminated,-2100.0,31,2,0,8
5507,victory,2400.0,12,7,0,9
5508,victory,2100.0,11,4,0,10
5509,victory,2200.0,70,5,0,2
5510,eliminated,-2100.0,31,2,0,6
5511,eliminated,-2300.0,5,0,4,10
5512,victory,2300.0,13,6,0,8
5513,victory,2200.0,20,5,0,9
5514,victory,2300.0,12,6,0,8
5515,victory,2300.0,210,6,6,0
5516,victory,2100.0,66,4,0,2
5517,victory,2200.0,232,5,1,0
5518,victory,2200.0,37,5,0,6
5519,eliminated,-2100.0,26,2,0,7
5520,eliminated,-2300.0,3,0,5,10
5521,eliminated,-2300.0,2,0,6,10
5522,victory,2200.0,19,5,0,6
5523,victory,2100.0,12,4,0,10
5524,eliminated,-2300.0,241,0,1,1
5525,eliminated,-2300.0,14,0,2,9
5526,victory,2200.0,44,5,0,4
5527,victory,2300.0,25,6,0,4
5528,victory,2200.0,22,5,0,7
5529,victory,2000.0,28,3,0,6
5530,victory,2300.0,19,6,0,5
5531,eliminated,-2300.0,11,0,4,10
5532,eliminated,-2300.0,20,0,5,8
5533,victory,2000.0,8,3,0,9
5534,victory,2300.0,30,6,0,7
5535,victory,2300.0,24,6,0,5
5536,victory,2100.0,23,4,0,8
5537,victory,2100.0,12,4,0,9
5538,victory,2000.0,9,3,0,10
5539,eliminated,-2100.0,46,2,0,4
5540,victory,2000.0,22,3,0,8
5541,victory,2000.0,16,3,0,9
5542,victory,2100.0,42,4,0,5
5543,victory,2200.0,11,5,0,10
5544,eliminated,-2200.0,23,1,0,8
5545,eliminated,-2200.0,15,1,0,8
5546,eliminated,-2000.0,500,3,3,1
5547,victory,2200.0,181,5,0,2
5548,victory,2200.0,320,5,0,1
5549,victory,2200.0,69,5,0,4
5550,victory,2100.0,15,4,0,7
5551,victory,2300.0,17,6,0,8
5552,victory,2000.0,93,3,0,3
5553,victory,2200.0,25,5,0,9
5554,victory,2100.0,15,4,0,7
5555,victory,2100.0,41,4,0,5
5556,eliminated,-2100.0,42,2,0,4
5557,victory,2100.0,35,4,0,5
5558,victory,2000.0,31,3,0,8
5559,victory,2100.0,26,4,0,8
5560,victory,2200.0,35,5,0,4
5561,eliminated,-2100.0,13,2,0,9
5562,eliminated,-2300.0,9,0,6,10
5563,victory,2000.0,42,3,0,4
5564,eliminated,-2200.0,18,1,0,9
5565,victory,2300.0,69,6,0,2
5566,victory,2100.0,24,4,0,9
5567,victory,2200.0,15,5,0,9
5568,eliminated,-2300.0,8,0,1,9
5569,eliminated,-2100.0,16,2,0,9
5570,eliminated,-2300.0,7,0,4,10
5571,eliminated,-2300.0,3,0,5,9
5572,victory,2200.0,13,5,0,8
5573,victory,2100.0,34,4,0,5
5574,victory,2200.0,98,5,0,0
5575,victory,2400.0,26,7,0,8
5576,victory,2100.0,53,4,0,5
5577,eliminated,-2200.0,9,1,0,9
5578,victory,2300.0,83,6,0,3
5579,victory,2000.0,91,3,0,2
5580,eliminated,-2200.0,9,1,0,10
5581,eliminated,-2300.0,43,0,1,3
5582,victory,2400.0,72,7,0,3
5583,victory,2600.0,21,9,0,4
5584,victory,2100.0,15,4,0,9
5585,victory,2000.0,10,3,0,9
5586,eliminated,-2300.0,11,0,2,9
5587,victory,2000.0,22,3,0,6
5588,eliminated,-2300.0,40,0,3,6
5589,victory,2500.0,28,8,0,6
5590,victory,2100.0,25,4,0,9
5591,victory,2100.0,83,4,0,2
5592,victory,1800.0,289,1,5,0
5593,eliminated,-2200.0,24,1,0,9
5594,eliminated,-2100.0,108,2,0,3
5595,victory,2200.0,11,5,0,10
5596,eliminated,-2200.0,60,1,0,3
5597,eliminated,-2200.0,54,1,0,2
5598,victory,2200.0,33,5,0,5
5599,victory,2100.0,277,4,3,0
5600,victory,2100.0,144,4,0,0
5601,victory,2300.0,24,6,0,7
5602,victory,2300.0,33,6,0,6
5603,eliminated,-2300.0,10,0,2,10
5604,victory,2700.0,25,10,0,5
5605,eliminated,-2100.0,24,2,0,7
5606,eliminated,-2300.0,25,0,1,8
5607,eliminated,-2300.0,10,0,2,10
5608,victory,2300.0,37,6,0,4
5609,victory,2300.0,22,6,0,8
5610,victory,2200.0,17,5,0,8
5611,eliminated,-2300.0,9,0,2,10
5612,eliminated,-2300.0,9,0,6,9
5613,victory,2400.0,93,7,0,2
5614,victory,2100.0,56,4,0,5
5615,victory,2200.0,21,5,0,7
5616,eliminated,-2300.0,7,0,2,9
5617,eliminated,-2300.0,4,0,6,10
5618,victory,2100.0,18,4,0,7
5619,eliminated,-2200.0,58,1,0,3
5620,victory,2300.0,90,6,0,2
5621,victory,2300.0,44,6,0,3
5622,victory,2300.0,11,6,0,9
5623,eliminated,-2300.0,53,0,2,3
5624,eliminated,-2300.0,5,0,5,10
5625,eliminated,-2200.0,25,1,0,4
5626,victory,2100.0,30,4,0,5
5627,victory,2400.0,12,7,0,7
5628,eliminated,-2200.0,33,1,0,7
5629,victory,2100.0,9,4,0,9
5630,eliminated,-2100.0,31,2,0,5
5631,eliminated,-2200.0,23,1,0,6
5632,victory,2300.0,60,6,0,3
5633,victory,2000.0,23,3,0,8
5634,eliminated,-2100.0,52,2,0,3
5635,eliminated,-2100.0,47,2,0,4
5636,victory,2200.0,32,5,0,6
5637,victory,2200.0,54,5,0,4
5638,victory,2100.0,21,4,0,7
5639,victory,2300.0,48,6,0,3
5640,victory,2000.0,28,3,0,8
5641,victory,2300.0,71,6,0,3
5642,victory,2300.0,38,6,0,6
5643,victory,2300.0,52,6,0,2
5644,victory,2100.0,11,4,0,9
5645,eliminated,-2100.0,22,2,0,9
5646,eliminated,-2200.0,59,1,0,3
5647,victory,2200.0,50,5,0,2
5648,victory,2000.0,300,3,2,0
5649,victory,2300.0,14,6,0,10
5650,victory,2200.0,112,5,2,0
5651,eliminated,-2300.0,22,0,6,9
5652,eliminated,-2300.0,57,0,0,3
5653,victory,2300.0,21,6,0,9
5654,victory,2400.0,21,7,0,9
5655,eliminated,-2100.0,27,2,0,8
5656,eliminated,-2300.0,15,0,5,10
5657,victory,2100.0,34,4,0,6
5658,victory,2200.0,13,5,0,10
5659,victory,2200.0,13,5,0,9
5660,eliminated,-2300.0,13,0,0,8
5661,victory,2000.0,43,3,0,8
5662,eliminated,-2300.0,17,0,0,9
5663,victory,2300.0,12,6,0,9
5664,victory,1800.0,167,1,1,0
5665,victory,2200.0,288,5,0,0
5666,eliminated,-2300.0,4,0,6,10
5667,eliminated,-2200.0,20,1,0,9
5668,eliminated,-2200.0,15,1,0,9
5669,eliminated,-2300.0,3,0,6,10
5670,eliminated,-2300.0,21,0,5,9
5671,victory,2200.0,165,5,6,0
5672,victory,2100.0,25,4,0,7
5673,victory,2200.0,13,5,0,9
5674,eliminated,-2300.0,3,0,5,10
5675,victory,2400.0,19,7,0,10
5676,victory,2100.0,64,4,0,3
5677,victory,2100.0,87,4,0,3
5678,eliminated,-2300.0,10,0,3,9
5679,eliminated,-2100.0,73,2,0,1
5680,victory,2100.0,23,4,0,8
5681,victory,2500.0,37,8,0,4
5682,eliminated,-2300.0,2,0,6,10
5683,eliminated,-2300.0,62,0,0,2
5684,victory,2100.0,22,4,0,6
5685,victory,2200.0,14,5,0,10
5686,victory,2100.0,14,4,0,9
5687,victory,2100.0,23,4,0,6
5688,eliminated,-2100.0,8,2,0,9
5689,victory,2000.0,26,3,0,5
5690,eliminated,-2100.0,10,2,0,10
5691,eliminated,-2300.0,3,0,6,10
5692,eliminated,-2300.0,6,0,5,10
5693,victory,2000.0,20,3,0,8
5694,victory,2300.0,18,6,0,9
5695,victory,2200.0,18,5,0,8
5696,eliminated,-2300.0,16,0,4,10
5697,eliminated,-2300.0,18,0,1,10
5698,eliminated,-2300.0,17,0,1,9
5699,victory,2400.0,13,7,0,9
5700,victory,2000.0,12,3,0,9
5701,eliminated,-2200.0,164,1,0,0
5702,victory,2000.0,43,3,0,5
5703,victory,2200.0,68,5,0,4
5704,victory,2100.0,52,4,0,4
